Tiền và các khoản tương đương tiền,Đầu tư tài chính,Các khoản phải thu,Hàng tồn kho,Tài sản cố định,Bất động sản đầu tư,XDCB dở dang,Tài sản khác,Nợ phải trả,Vốn chủ sở hữu,Doanh thu kế hoạch năm kế hoạch,Lợi nhuận kế hoạch năm kế hoạch,Tổng nhu cầu vốn,Nguồn vốn cần vay,Thời gian sử dụng hạn mức (năm),Phần trăm chấp nhận cho vay
574391126.943933,276284171.81099457,1337637952.4204533,1242234797.1443353,5626077537.613501,3320311162.061394,212218539.4736828,207953902.99042356,4555322418.508556,6287076543.452545,8950052534.02805,3129460242.0512967,4344925780.761089,4492026252.503523,5,0
278072881.42954844,1820305697.2186427,2675085631.4066677,2150455636.0211,6932487138.113266,293557975.71469665,139997815.2060095,466655376.93382466,2363868643.362954,514647871.1977195,4201356170.9187303,4389386881.405938,1575393157.5736291,2543839752.185822,4,0
172313085.01175657,256773157.3256824,70122567.77347629,919069878.2246654,2861577124.672247,4024185481.9692225,42397999.11164376,162481667.87293926,1555723108.2705135,4492299049.891387,4861115343.022795,3376940796.1371174,6846478574.844534,1465556939.9590611,4,1
886070727.7472405,187760146.17468455,700747308.7137522,893171785.3068758,5874827513.661767,1534687881.3640182,975792035.2219038,988879720.5049331,6517497828.818077,3649270731.191323,1961052667.369103,3426603249.5001698,425852144.3950166,2214285301.4005218,2,0
907189833.0547184,699533397.1000763,2091138144.283062,1878479521.1074667,5649310879.193823,3594391055.210913,302201871.72429883,774147432.828446,7328423758.561044,1440090125.1964285,1430631090.392497,4447908814.058588,2100059118.364517,2025839199.7767918,4,0
41189560.66407848,1989501183.2479815,1534995797.1742826,413034896.84935427,859888274.8464684,558882072.0784416,1380307178.5485754,851600281.7703583,2388678700.193101,1403321981.357542,8467953502.535074,464183568.34743977,262165187.70423034,128998909.79775034,2,0
502620538.46405566,1271267415.8883746,1610745681.3092587,2980094664.9303465,2564527357.9205422,3109087073.561313,990951602.270027,979175106.1329132,3853056549.727232,1458579947.5316148,8832819632.474335,278384333.8844619,2117970458.322876,3390943782.0542555,4,0
207660436.9986597,62612752.52227081,1260707919.529141,868839591.7034003,7748796600.186637,2794916374.602436,47684784.54034154,676394861.3887314,6435772843.570035,5404968212.495258,4973281328.882427,272689920.404732,565579036.6627069,3701354305.86696,2,1
864091749.9770597,506036234.6410916,516045676.7363919,1154316254.7262292,1447382372.6013265,767012912.4412661,127479248.3290101,270265192.5364821,4249534472.293095,1556537728.771159,2523060142.1717925,2092434795.3254008,6094615674.919125,252518299.0750066,1,0
465208650.7828049,306839117.60108,515340018.47588843,680552429.9761701,3447096411.6729054,3131229578.0868173,1836389176.8920677,758168868.2845974,8653250778.803999,555171540.7954644,8567485088.6473055,4732238063.636374,5175437057.051189,1267419675.3869863,4,0
481065454.07916504,11998439.763211153,897554037.9589474,1934053146.6188562,2065860180.1151707,3462794412.4926457,257426173.58486158,586389581.3159488,1209912939.799453,8619041359.651941,7191056457.883047,4350312565.961366,2003833511.2841663,3338959722.728056,2,0
629335299.8541269,1034732134.3165804,1415562732.6936042,190861002.25494853,1304659498.7169747,2502541678.266852,1517074784.09546,271161562.1633007,7696412223.065219,371762358.7920162,1700294460.707017,3910907707.4726863,1925186934.9607422,1643379235.4198508,3,0
60345956.50063414,768404265.1227069,2475894984.832915,2784147884.298483,1270881534.434651,2901312291.3247333,500080148.11255985,370448034.17696434,2789357155.6909256,5981786513.571787,2755231980.0801516,2022556508.9235284,2691622222.859634,4672556655.257882,3,0
131661583.9471023,1230427682.254464,1351559424.5225003,918916273.7132779,3164199696.390138,4439349395.856576,649917074.2642288,609828583.8355556,6199069731.447348,8425575654.705207,137438252.95673156,4121791401.5528884,7204094988.846735,607349484.2624964,4,0
500893236.0772783,440564819.67137396,2695430056.415553,2782852037.6733665,7241087635.152295,3494561012.001879,59333880.59290727,398477178.0476457,2320570530.824776,360659291.19925207,5279821914.30062,1096358215.339811,1439479086.7383974,4644030240.382014,2,0
966873381.3333546,1663795642.3025386,379139774.6842876,768082200.2573526,8698527219.209183,4531654223.414417,1116735662.9762115,238956317.88558707,8699903233.70308,8692272300.532595,4784926407.2608,2928832276.4781613,1183137266.1546414,4574099151.293529,1,0
844387541.7910135,772494680.7963344,829883471.2928762,1546226619.0212178,5167936651.4236965,2770672889.4872513,939418564.1799959,432773576.9474182,498701665.6117689,4531005187.897656,1558611626.4173415,3730884528.5110416,4621647980.557849,4781039710.243365,4,0
889914349.3708973,970980346.4721993,230160816.11186364,2088563328.5625496,5735257389.97724,890768243.8157918,1492459537.8257847,237432870.27972898,4646463554.668665,7070065250.903407,3120006648.453424,466743139.21995294,7798056191.618721,432277232.0103142,1,0
141469251.5254822,1467647018.5227559,1539876186.7104766,1841754369.3785214,7019757428.477499,1246528119.3209732,1812321707.2608666,875735033.074526,8199093826.725608,5633594859.484809,8459063048.30303,4371307900.526067,2094587939.2646365,1398387000.9719868,2,0
958830794.8781605,340668594.46410125,288296239.6736857,1542352767.533081,5973120306.618326,898524612.6100105,1099940510.3943977,695603295.9414616,4255072093.6809487,5559285892.33429,5876042939.468181,3637958296.9956284,1045680995.0669222,1294033664.0437799,3,0
731342569.0418454,532063328.0878755,2391138751.769859,2367712811.4406276,7642478960.030401,1689537778.5332167,1905010849.2345266,379654817.2048978,7571099015.3756,7103051547.436371,7780696404.54812,2668727669.2346826,4476028203.271444,4432203976.039556,2,0
329056614.755758,317956471.7675106,138495846.72034502,1416777175.132368,7962260483.966865,2398130027.5998063,304813050.7131583,945713775.0363905,8550966298.683545,607651404.6820521,7560972965.935681,316729665.03957194,6616178449.191834,4045522556.166221,1,1
865144825.530573,1538482409.6556637,1436672408.9593914,1006191580.2858125,5667986953.617434,1294538833.101366,695844801.145897,392003717.15709436,657124401.4835734,3543661114.782631,8293869154.024382,3474121219.0439706,5603068809.447608,836528929.7803881,3,0
748573302.621491,204068410.71606338,1273431238.20497,2158592853.7173147,4820911366.22229,2388661059.9344788,1661385127.6963878,576596838.9780018,4424825420.986853,8726721494.778654,469712180.1235013,2239016847.22796,3821674422.4077673,750315924.0178989,4,0
737827216.5143453,983115895.2983706,622653913.6854042,2812441923.446222,3549908793.048091,1834503250.8839536,1111095729.1208413,514312758.6924718,6193481829.789138,510193779.7815711,2435990709.3100786,3684702671.7394857,459542696.62148213,2396949441.0947227,3,0
735947380.5457623,1502320178.9681358,1768824261.7975204,1808142271.5622241,4181146924.2130117,2785629377.7985125,1098473271.2547097,126306947.79909754,7497988536.293321,2379906327.8618674,3798600086.835613,186670066.18232536,2775280272.6711836,908030276.147475,4,0
801849365.0598009,1020446054.1639123,1170573058.4930491,846330889.5270308,3141848632.912978,2153998591.858957,926167797.2627382,426673025.9063326,1510243034.5677054,6055520348.531105,5796869143.617547,2875923648.204724,8281337667.736515,2405707381.735555,4,0
948786514.6630864,1022267022.9080533,609941096.8775611,2290798330.632317,3871348647.473531,2181782181.7544785,47145805.14841673,82157884.67455511,5122726354.551932,921911882.1746947,5512327934.396754,2237866187.1980667,2083475901.5227187,4231238355.118506,3,0
141187361.97326565,136712748.19276935,2483157134.8951044,2288155104.345426,8102403216.590951,2463293496.2034564,169877203.4150364,174698555.14213148,1508149936.584614,4839328654.826863,2290344874.1279464,2151927596.3679833,5564196328.800914,2524575556.513807,3,0
999524814.7286949,1567893812.5894413,1988872563.7115467,807923734.6688176,8752728433.735722,4939618648.289932,188134170.87092143,788590623.782232,6810801386.708206,6426066365.257511,1815955114.538555,2590272535.842406,8176240349.432655,3636003625.254758,1,0
872977919.2772238,1211975302.0750232,56215494.61915396,1160044512.9081578,3285728025.9299083,2791611272.5832524,387021980.77177894,306148614.86472,2597501930.6331844,6821635011.098156,3992964792.771147,622725859.0857422,4444174293.580811,1287855392.0263615,3,1
444419068.6690753,1338350992.1554735,1515556754.2816758,431425034.0531182,2024280937.5357928,3622221911.676812,197609267.03861937,93511108.59736949,2455921291.8073893,5059482546.245713,2330512301.8702364,4677581055.591743,4071881909.7176895,1365648823.6269138,5,0
161650683.5243089,1533941170.0004802,828493977.1933281,248206056.18017402,749805692.7271161,2095393044.5426552,222141597.20731354,720363876.239128,6939726401.039575,4515660175.747014,8689495475.022614,3524987037.4884243,1355469152.8098822,2989226666.4232173,3,0
456519444.7133476,1125629425.722109,2747034544.7925916,2424014538.9237223,7540532131.125971,1642728305.510861,1277412284.807968,803384551.5819621,7585967284.234612,6430720791.492348,8692586779.566238,428822180.0632974,8827443587.453161,4269527537.3782973,1,0
779718687.6848744,1022159762.5540068,2182230933.2105284,1124002998.5972388,7842460789.692512,4584554445.015131,245510893.1225002,580187025.1165179,3122860119.129422,1322635349.1641269,1108839201.4641798,401900772.37815595,1672359528.9260015,2678995156.1129727,5,0
604441200.0183355,1329698828.8670015,1842611796.9329932,851122758.4790869,4081725423.4995317,3716954432.7893558,935415305.0401058,916033574.5469548,4534867445.913472,6131050921.129128,6375334799.084652,1057256034.5599666,4384974036.084967,1031492303.0830215,5,0
283153161.4450966,1801016257.2837071,285381161.88269377,775713047.5215302,4904639416.45722,2920500233.4734135,135627099.81240553,850195445.7556133,6256471945.364845,8274823047.108721,2131228630.1669986,1202413895.4786384,1624831748.4896088,1128266970.5107725,2,0
409760740.09206307,1280609487.2144985,2793324825.8879294,233668760.72316056,6671400151.005349,1695427842.3416128,546120030.6819179,554949326.2346044,6719272978.0522175,6151122567.6672325,6485146024.314547,2463290714.3667502,3200613024.0527163,3104223580.1165853,5,0
954527355.627323,1578760284.0026667,449719708.2761354,2954739587.618939,3413881090.5882154,1304144163.8911295,1849455086.0155776,738325342.8355469,6942556162.0262165,437602647.491018,6927249167.071371,2684594782.223313,7967678450.314685,561796469.6111932,4,1
804801751.3534269,965740786.1975101,1363224988.5687845,1107466246.6259332,1853336806.666889,1275316965.0914893,71703579.4968203,332595626.40856564,3543970411.2890744,4563755915.610568,528685508.9136866,733309947.0045533,5825554387.501675,374111677.45020634,1,0
128449028.86814785,1183248161.5912275,2049503881.9200912,501105743.30476034,1076412895.7288597,2528579569.204021,1755153928.4472446,638103522.4582827,4850259657.595082,6541952086.095368,6288600123.350575,4867792141.042811,187613809.33621114,558824513.5631255,2,0
547665001.9397368,368497791.62513566,1494411656.4820542,2593779645.987012,2155408754.5088863,4376605921.1733055,1521622422.7691896,977043540.1564381,1030446685.1325063,408333057.87829864,8081493191.563539,4124720853.3825154,8704185978.84095,1992105260.184687,3,1
931329952.1262115,982150911.3945946,2649760707.066938,2172128330.6714945,5825739538.795963,4407618145.207398,1842623082.7702684,800873039.3941898,8539537365.677887,6864540467.444162,2025091392.3171248,3169271230.8278437,7076776701.967334,1804132605.5033798,5,0
39137244.31913231,306290934.7733809,2509316961.0515265,1991236235.8013508,3161781026.1191587,3730026613.509701,1575874442.6528683,377664008.840114,6327672156.944523,2548793200.81073,1128552224.8069391,1393137983.1574445,8978070249.427036,60625632.68072512,2,0
47334632.63221606,939372677.874616,423396192.3763338,898671991.9906331,7815944836.900188,2721606016.309474,1654096262.5012517,932704093.7203995,3411195816.839199,5307183252.812065,5144738389.66772,4552148116.916198,6889513667.527595,850276699.7760203,4,0
718149067.484882,139253850.45791396,1860556055.3449347,1252222132.401422,833522957.1570983,1189850493.9461467,224370520.78473195,826010885.268053,3537030531.002492,8697764983.80325,4705387335.268562,1579643054.1586165,6907197554.207128,1770184893.071868,2,0
577667900.9544003,1156652680.325169,175565387.85847703,2524851137.551477,3776510672.944789,2404685016.0466843,1672736869.9354117,42035198.15319083,859832530.9185148,8954466774.761578,7983352178.767177,1599589869.6773777,6324471320.724367,2178305026.955036,4,0
50769466.98833745,580603540.0870248,2167320968.216099,1923292740.6392057,2349813745.5981784,3479718308.652296,959470799.0730573,747274966.1056163,4139462345.2721353,5716981121.418787,4114664487.9760013,1767865487.1403215,3866890289.036372,2041371350.4991922,2,0
996036402.8017228,1684871249.1404371,2213342342.4304805,1043499804.8415465,7994886812.610169,2983182913.7637076,709642364.8325398,976517277.9271504,6073564325.119722,4433523856.036963,3780590712.5491304,244435757.84715527,2903012684.9891486,1632109235.9845176,2,0
582194819.230724,758764819.6025318,1046583625.9378762,336746657.1914577,7265612578.27971,2579889943.6252904,316177497.08188677,321118030.26000667,8575363136.987873,1615676900.5785918,6454333544.32106,313960819.34372866,4774165173.056992,4069010810.2412357,3,0
494470094.8654274,1836368769.5060165,2364049575.7476945,2701808589.657306,8859561219.205246,2152493865.2759714,11332639.918423332,278959705.3043099,5845898141.558084,1890837024.3774629,789109040.2250721,2381637262.967435,1686314363.9122581,2109300554.5700972,3,1
450458553.87207633,951046399.815942,1965053303.7446465,2867056987.9909945,1117491902.5880427,3767521196.7649755,1288831914.1885157,641866679.6862415,5873867647.317851,3874216112.153239,607685719.6769571,4409358271.964929,6529637207.342252,3240141661.9535284,3,1
702180517.1257617,1699257303.2798643,1522071169.9706638,2159196823.987386,7051080384.975422,4214330915.718791,1454784008.8792212,114571385.92163476,7088404538.261071,6326531305.75007,4593768412.329979,4712161947.569844,8976140257.584063,4170843609.231572,2,0
461065242.52414304,601570215.8594687,1376712211.3765218,2077261514.3736627,1176461213.3327303,3620097960.6596646,782296601.6127977,676601038.2023175,4612755248.623415,6928341986.688544,892381017.4831226,3879712260.004334,5448317071.484836,4275908813.5778456,5,0
660781395.1835996,908688214.9679221,345238704.5669817,1617753013.8413935,1437460995.3213367,4690879135.9431925,336846297.0044195,230446648.98396003,337643012.58895856,2012737239.5057154,8458269727.017661,2025086853.9354863,7722471986.582417,4292230737.3759074,2,0
490892542.0871159,1270994380.3139818,1602689858.3638544,2914816203.9996476,400761373.8890568,3903769988.662656,297686009.2629557,454273432.4456311,8014224399.82838,4828042636.409572,5922747103.352413,1555905284.364255,1633726034.9118228,2498503942.268075,3,1
612664171.7295712,524715271.13270134,485177856.5996445,2085509872.2757998,4209135429.0720105,2264012163.022075,344793183.275931,892510357.8013432,3652118756.885061,5332613478.624544,6807471855.943227,1082444312.980766,7443127004.972837,3323540069.5249033,2,0
806160199.6644615,1318083369.6891882,1974970778.726387,239435717.00302172,1176641405.1797662,3091432360.6672506,121854529.91183342,797803303.1992525,8862749491.289366,8039840619.304794,2136967598.4681659,2694557979.5371056,8176157303.613612,1607621652.3222008,5,0
818082246.3439528,584318698.2071718,1792247619.4134712,284270885.5907585,3167736419.3371997,2531748655.1009626,725699379.7864599,112452058.50343132,3687081937.711268,7890265624.64086,4496834348.960139,2414890277.5875235,7565921307.260569,4316128483.628155,4,0
849802979.0635619,973742419.3436012,885782043.2232481,2891081775.3603964,2521983807.925662,2740690018.7406745,1236161170.9973056,762577488.2690952,6031593777.585502,7360119108.030441,1291231146.585675,2337149226.9728355,5682609868.723274,1105883046.3079572,1,0
206954869.09215814,56505906.54600217,756057257.4226185,2830405653.439405,8788375764.242535,4480585322.661608,899743360.8448768,414652275.76421106,4165868024.3804126,4659620180.760842,1907622659.9188852,1584533680.4594114,8344782490.289376,3949138676.0805564,3,1
65814301.05458165,165582821.14574334,1438666224.7269094,1677929110.244797,5941452711.199268,1518275411.1194448,259707415.9748113,994469483.7101464,2130154226.6587484,604446720.3545183,5157058631.209413,2911724788.9270597,8657056328.370762,2375447297.3558984,2,0
836957781.5661788,461931371.0248578,1547213983.8927708,650280884.6618961,3723581924.264505,85212076.92310418,1634137536.53876,303237455.59028596,8380405085.780601,3023571872.7417307,2591221555.5836577,3041619366.2311225,7356736447.517661,1528996051.9007075,5,0
47086356.1046278,1614921075.2937596,2397817442.224415,1754682215.4062698,7912160904.564862,3484321064.813901,581241877.9350545,473246157.5763583,5663353008.799807,5603049920.594953,8262440770.71678,4376596998.327212,4969320253.507114,1929308412.152109,3,0
217423292.87792754,1324164544.96869,925794840.1922626,2292996123.6984305,621409258.289026,921448137.5341974,1209332986.381722,344471910.54337776,4082169268.403107,5745712646.682229,8957662393.55239,3808209202.445152,7534161836.853052,2961934004.7758493,3,0
528567804.4761863,1787961772.8579154,1222199453.166075,34764150.59172788,3041606792.3822145,788077433.1305094,498910833.5641998,588261715.8579668,1340298955.7281578,7644675421.469759,134947506.47978327,1652796438.4445612,3410272279.4999375,4653418091.792062,4,0
856156263.1153741,1810374731.922689,1043020112.806316,2470209646.183173,4655605299.130911,4962531516.351204,1194030934.658199,269546347.93178684,8992008291.371296,3426957815.250473,6855979492.236623,1900786797.104404,3184663671.049931,532837781.8543208,1,0
897297374.1704375,755596089.9924529,1194468075.5790315,1399743706.6415272,532186627.97753495,1348540777.1799414,268017603.2029775,913083589.4242724,8061553170.283779,8430866781.172328,1126488853.5035899,1201302021.9139302,3196376229.7866693,4601413014.651628,2,0
629910401.3444186,741386503.2891184,1709948587.1784382,1394860264.8967822,1355436095.1841252,1034763442.6514773,1314444735.7613904,618904178.9606428,3833926464.596969,1485852706.5285406,5214144207.416719,858406820.1725105,1873042298.3496866,4087757170.509805,2,1
966924899.9324046,1673128668.7015102,1681263949.0257905,1308577221.221366,8060675534.881099,971096718.0303153,1150596549.2768178,942996274.483448,1584542915.1341486,467795169.3923562,2133503577.1114182,548913354.0637565,5644209284.874841,2957251034.5135393,3,0
731293220.4312875,858622107.4362556,1096800157.85168,2078619822.7049205,1657652596.3912518,2073520629.5606654,1043392971.4137839,682115200.00087,315695113.85845464,1606686186.4776173,8687377971.549149,175431666.3102872,5987155559.959672,695231149.672743,5,0
530085779.9571736,1715830596.6679711,1815257146.794031,636289877.1511334,8298829265.349307,2058900774.8267536,442005981.23353404,189905383.37988433,1408924688.6846514,4171661895.336149,7894682200.776936,2091320082.7868044,7750792601.57257,4071653567.490136,3,0
138698728.56606412,1016800373.5483879,1855813153.1923249,1823914703.6060364,909827052.0465107,3169847515.8683105,1063025759.0375869,20342520.441593003,4833140810.452767,7409718191.960721,5399041476.211013,4795813622.640982,6281145635.096827,3468627780.220331,4,0
431641586.21990544,855179117.2276535,1590155538.5987632,141849367.91453135,7999523934.056397,536120679.6604248,1795238031.486084,410539419.68114996,7351341494.365381,1401450342.0071206,1666547736.312023,2692368270.654367,7041440565.219921,2511727485.1872225,1,1
823229144.3602362,565349096.5872338,1368037887.7399218,2435934661.9365435,4110719062.6194215,3184515651.2509522,259277494.24975178,993542949.9387928,3303519264.9468923,4942714411.328979,7065863340.497318,3712073625.3058686,6230605835.745443,4435042945.758418,4,0
287228964.0539392,261708820.4681808,252251113.79842427,2448176121.1766605,5180725284.028834,2279091840.5655227,1410415230.872819,877543165.5921887,3934132319.789602,6993790847.67295,4730652375.827313,1991622859.3533368,6303705017.043168,3339049317.276264,5,0
580379789.1786855,1056545591.8810847,1632978781.6334944,942521061.1283405,2570519613.910054,1054117385.1293586,236288035.23088813,847567424.7237633,4285783755.1533046,333057310.36149794,5542912060.888925,1925104763.1243148,3130881110.8393736,1478733500.782445,2,0
983517331.2772108,657197979.428779,2143845971.650923,325204083.7870528,2496390378.81583,3895540858.7044206,682926821.1583756,570840793.0477811,207308851.43073517,392849922.1476735,6489694672.189047,630386226.9142389,8696374494.726486,265918885.46997878,5,1
178551815.500154,506386041.7509764,661674891.2841609,2245769376.155264,4454594359.674743,2380833286.7645135,1370823330.4067554,99365188.26196815,1634516872.9353008,4425508865.590974,3805354819.367129,1502757513.8270085,5785238675.933114,3808703468.6048274,4,0
105949971.22708808,347623730.90729564,2337948794.7279925,1415941091.0571468,3234475402.748814,3590964981.4600706,1124859824.788796,20099215.19184338,4533133667.809592,1660163589.6423697,168876958.41364726,4643716426.527586,5325515053.757774,1314572679.8724468,2,0
796618695.4471315,783358021.1304332,1767562250.4089303,2775651253.674403,745382179.2967285,4604436482.23288,1359744640.271737,839429653.2159209,2550571274.4448485,4066109580.5608172,3341127604.524067,2453556610.1410346,7640228743.911597,1438572070.2068987,1,0
29797208.036650073,1116186795.4729831,727812456.2649589,1066919078.9226944,3215464979.32777,1779955820.4322457,1927082398.030085,181505653.44623256,4733740363.183086,414540698.71817595,3781272934.6350517,1025691702.0310149,3846508834.9379206,2276083168.275889,3,0
645039655.7484738,1675681668.606233,505594791.8275202,2526112002.1076193,2329620379.753048,4491564152.200518,1939523882.3695264,81313570.80967206,1017495759.2692168,8792298439.469942,3365636364.596624,3320449960.651917,956647212.643956,3762339891.759737,1,0
339066269.0348759,1642178107.041801,751296324.8704097,85715435.23108645,7654273538.945535,1017700588.8443612,1830589123.8053665,711207158.7907883,7235196787.080947,5894615911.469819,7496388668.596166,2030212339.1970716,2236912908.6818876,4625383188.585853,3,0
725194742.2317051,1711576208.1397882,2282076571.995869,2320653502.0048823,7554828935.565526,1126209528.6285005,994711932.1684732,6168439.488477771,7064512805.706465,6186530068.171166,3057934729.1169944,4137533208.422895,7292016049.734462,1120545827.2038856,1,0
124651906.47750795,1156704895.1018991,766525385.788729,2037967130.6044278,1316240984.2815259,3325213860.1115494,688672929.5832856,742113522.2746694,6045238445.161806,4597363700.906892,3805402184.2098584,468673574.43049777,6613148019.452785,4415980490.081572,2,0
333393722.5890731,1123504354.9912715,2056006681.4277828,1583540377.925922,6584118739.022626,531105739.48281693,566388694.6662742,196370063.27983376,4806386751.31988,7427693423.752887,648269719.7613497,2611428708.4947543,1142980180.0983813,3041643995.2993765,2,0
21951719.266661692,1811231922.20765,1646533241.3614194,2732173392.1310506,4085007559.0228095,2284804446.2190466,1155621618.9378185,324787462.56541157,3539458268.842092,7504001909.280287,6480034783.828058,4007054594.080382,719909239.6468383,4285116550.179819,2,0
238915539.02648172,584208355.6692451,1649599766.378198,2826613454.0318947,7823132683.537612,1084884728.9745517,912622335.934561,175839251.92503998,6159747556.391576,1448634229.7935464,2017226994.7147832,4269646410.3049946,5634965127.896714,4248628718.810056,3,0
485842358.9570128,299446598.6873151,2560745978.8611975,2789758636.5172195,2502201772.4623513,2862864589.2843375,1989104137.9412448,778262355.7103087,7047280831.903387,6920190380.996314,2191602766.4529734,1984747327.141976,8453969426.104554,1992301569.5614622,2,0
181725345.42733842,174721796.7917621,2626686821.615435,1797430759.6910198,838644450.5862792,4037976051.2164283,1075794699.7512221,487348841.6744448,7286902091.015637,5108739990.450179,5323002064.649846,3706499909.119226,1656794084.6073723,3406762375.620262,5,0
601657256.7485365,1763278820.6842372,1619988672.8350878,1562995389.0706565,7214447905.733808,231273809.89171994,664678688.3506291,170000688.24218643,3160847540.667606,6866217942.2941265,8853625805.41686,4828720609.535794,4986297220.303167,4735701272.8125725,3,0
122555889.66563436,749828699.5600649,214565903.711971,814226410.1409292,7821806887.898819,2078283893.8705084,1275556509.7017992,43338622.67985166,1785841656.1971142,8269921971.299325,3750287644.7206106,3111529657.092344,7326510246.264195,3378303248.9435716,2,0
746497431.380882,1002465276.8379662,500330217.59385246,494590354.6011069,7572574681.672477,3658749620.0601177,96997852.14653774,986776004.2130615,3109387094.306546,3029163636.83552,3011702029.9690785,4058892069.1183248,4805364584.726771,2317888655.132883,2,1
922056441.2069899,1608089491.9482107,2847029015.4789453,1675712587.6675272,2997231579.3868074,1724426428.0445843,230465179.3463053,715795544.4104214,119140316.43490851,5146785639.955198,422235801.3339937,2870878989.0392,3225025004.429627,1891208789.3043344,1,0
388995838.8977647,752604409.2881031,421369312.94195247,454005203.2629541,326244381.3425753,227696141.93545678,1330689319.7134094,681552699.2318885,3837884619.815339,7091596547.008878,7107627442.802124,3952112005.3431373,7136100682.637389,759402268.2051638,5,1
530565037.1901907,1737229953.6815443,2509348284.7485733,524625834.058531,1299558993.2695096,2965073962.862117,255447945.62323827,505294857.7413584,2497664636.394023,8881181955.291245,2425458434.3234706,4703789145.475723,6963910940.671462,4994043695.271176,5,1
491070795.89435786,650178760.696566,1630412280.4263256,1076661561.3196738,8278351397.716905,618419315.3489392,1513268072.0151408,437811211.89858514,7120857327.638905,5520934961.245317,6942675806.977154,3558752309.93021,7491319991.12515,3306201419.3110995,3,1
786468495.6177856,1467440630.4120667,359756687.3817177,568373655.4014933,3308419367.2524133,1862200118.5960624,133197426.59853318,796984736.6764435,6089570442.050954,6496627551.247472,2612162541.1043673,776371144.7709228,8511406741.326222,1418957193.2585733,5,0
994220074.6223491,1338066177.589753,2760121044.4859076,1510167142.7291524,7927864542.052476,4952855278.06755,1191840282.5022452,827474574.4895574,282561612.6972251,7620178614.447563,366011748.1600979,414190891.4625204,1440616913.8219619,418521101.6577747,2,0
737007549.3378668,410678749.46474695,2785752845.2586265,1994610962.0869908,8828277591.439926,2002139444.648079,1360179300.8448713,65795704.73321859,1341367650.778515,6766506203.591596,4534083326.656852,4061372290.711102,3132949256.532504,3781901970.353658,3,0
218457577.7281589,257750632.576462,1853777292.2861822,2096722723.4989133,3591637975.360722,4217427592.46175,1561393090.1551738,860123290.8131108,4902612484.526372,8482141531.711663,8163916541.301438,1295539979.7182198,8875287095.842386,4282604318.395861,4,0
697599750.9036728,231993800.02417585,1178802932.5049696,1603006250.4064531,6999192108.346052,4301835047.194346,1772540937.5160918,762742577.4324175,5581970720.257731,2082789557.863612,1974260149.5099285,4376949339.141313,5391372670.007923,2167593283.747348,1,0
617685174.459666,1305318533.063879,1830346355.8154407,1570179135.029532,1563574393.9814467,1328899224.0607567,631350092.0680654,488781695.59827596,6931471826.099947,8172006063.280878,1469889181.7973855,984798258.0316249,6064156434.871074,4782602501.22963,1,0
214069286.27592847,35758084.415566415,1890725203.5351436,1429685274.9609332,3484551618.546184,2985614799.7056427,1441137266.2719057,478942789.6421992,8716157203.118431,1879809601.5875478,1744583297.9678066,4555678274.799316,7968447769.013148,1675976727.7503812,4,0
244757025.84739503,1324741630.3727098,1873972014.5525339,743342990.1530849,6361383415.040293,4738344146.070603,170651970.09559456,835622875.0621606,6332181520.303808,5094849154.786094,6243461307.795012,4027051190.8668423,6250292513.075343,3792502512.3309827,3,1
654522874.864636,1566111878.6354883,2205556747.339773,1966186066.675272,1903637752.5435483,3039536500.404056,1661291431.7961059,794594139.7670878,4926826645.800241,4715610388.261592,3369833684.5036798,4406908248.412004,6180779387.038975,1351763077.2805548,4,0
808779567.2691177,611995359.532694,220090467.04202765,1974517275.4912593,2912173601.2101693,4070006587.512496,1781555759.460762,143102863.95373705,3759106455.732975,7485358723.014456,2378941380.6951995,1167373490.720668,1030076622.1067395,1712889146.8437023,5,0
763592043.2098105,1493943990.3202972,325539443.42411685,774856977.0311065,5096254989.513146,2323563357.174096,1499828902.540728,551449458.1356741,6656827029.633532,3598954064.602184,3105508134.7148495,4393275573.07551,4610884236.51123,3046682218.9924703,2,0
608379831.0820792,339118715.19955635,862680052.5555954,2104701377.9316206,6236344445.18376,3602250454.993833,569845596.100485,969510641.3478204,8416025001.104506,1305782092.0349767,2850953411.514233,2939861273.2188716,6091421565.662451,231497631.34003854,4,0
937854576.0987548,1921376985.3769257,1062082750.9593441,2575435940.395806,3244065781.788547,128822926.98493426,134063645.04917015,736784508.3195369,3835037719.7106295,6367025242.8584385,4939616045.046296,424621133.209134,7284896479.942676,1093555846.706105,4,0
732390308.6805663,471811715.0793285,1921330815.1058252,1788181104.910768,3422396178.1134715,3941617823.4622536,848995247.1480037,973113395.6604223,5282463217.35603,5467555351.180889,1286668499.518539,4655547503.118713,3777819060.8136034,922911516.2689902,5,1
544206376.2459664,981846437.134334,532187667.6319296,361443467.8330917,1033320507.2383381,3365810178.126305,548564876.7975345,777117486.0823864,1902957917.749707,7447072864.141897,4627620322.670593,977235681.6402714,1199461973.646144,1673539349.353852,3,1
817123970.3063502,1961187654.0673742,1632267186.132715,988509519.2107615,8857355492.093803,1807066738.178283,1065080755.8799446,527038133.7438493,7724328790.68547,6832504220.8525,2874559766.0206456,1071426431.8106616,3355848064.2601557,3898450797.5315285,2,1
